,teks,label,clean_teks
4234,Demo ttg rohingyang hampir diseluruh negara kok dtuduh mw tumbangkan jkw emg warga rusia kenal jokowi yah pak,yes,demo rohingyang seluruh negara dtuduh tumbang jkw emang warga rusia kenal jokowi yah
4235,ANGGOTA DPR INI SDH TUDAK MALU BANYAK KORUPSI TP TDK MAU DIGANGGU,yes,anggota dpr tudak malu korupsi ganggu
4236,Bubarkan KPK.... jika tdk juga buat SOP PENYADAPAN sesuai keputusan MK..,yes,bubar kpk sop sadap sesuai putus
4237,"USER Kntl ye, apus ga",yes,user kntl ye apus
4238,USER USER BEDA SAMA REJIM MUKIDI PLANGA PLONGO,yes,user user beda rejim mukidi planga plongo
4239,USIR FAHRI DAN MALING MALING DI DPR,yes,usir fahri maling maling dpr
4240,"Brengsek jg ya mantan gue. One thing bout her yg gue suka, mulutnya emang ga pernah difilter so gue pasti dpt jawaban jujur dr dia",yes,brengsek ya mantan one thing bout her suka mulut filter jujur
4241,USER Kan elo juga maho ew,yes,user maho ew
4242,Solusinya Cuma 2!! 1. Lengserkan Jokowi Sekarang Juga 2. Khilafah,yes,solusi lengser jokowi khilafah
4243,USER USER USER USER USER si zonk banyak bacot,yes,user user user user user si zonk bacot
4244,Indosiar (Emtek Group) selalu gembel kalo nyiarin bola.,yes,indosiar emtek group jelek nyiarin bola
4245,Di buku Jokowi Undercover itu juga jelaskan knp SBY dukung Jokowi di pemilihan presiden 2014..krn ada rahasia kotor/korupsi yg dipegang Cukong cina,yes,buku jokowi undercover sby dukung jokowi pilih presiden rahasia kotorkorupsi pegang cukong cina
4246,#wargapribumiasli ternyata tenaga ilegal TKA sdh merambah keseluruh pelosok nusantara. Termasuk di NTB  WASPADALAH!!!!!!!!!!! WASPADALAH!!!!!!!!!!!  #GERGAJI  #2019GantiPresiden URL,yes,wargapribumiasli tenaga ilegal tka rambah seluruh pelosok nusantara ntb waspada waspada gergaji gantipresiden url
4247,USER Yg salah cuma kaum cebong...lah situ kaum cebong bukan,yes,user salah kaum cebong situ kaum cebong
4248,USER USER wkkkk nampar jkw....antek bodoh,yes,user user wkkkk nampar jkwantek bodoh
4249,USER USER USER USER USER USER Utang meroket  Rupiah anjlok Ekonomi nyungsep Infrstruktur Ambruk BBM naik Daya beli turun Diserbu Import ratusan ton narkoba  Diserbu TKA Duit 35 trilyun digondol taipan .,yes,user user user user user user utang roket rupiah anjlok ekonomi nyungsep infrstruktur ambruk bbm daya beli turun serbu import ratus ton narkoba serbu tka duit trilyun gondol taipan
4250,USER USER Tujuan dibikin kaca tuh biar nyadar pas kemaren lu ngehina ismed belom lagi dulu2 bepe sm diego michel (pbfc) tolol lu,yes,user user tuju bikin kaca tuh biar nyadar pas kemarin hina ismed bepe ego michel pbfc tolol
4251,"Apalagi teriak Allah hu Barbar, rusak telinga Bung Fahri, kapan diskusi Buang Islam di DPR?",yes,teriak allah hu barbar rusak telinga fahri diskusi buang islam dpr
4252,Bagaimana mungkin Kementerian Agama menghapus Teroris Islam di Indonesia? USER Lukman Hakim S. tidak paham Islam,yes,menteri agama hapus teroris islam indonesia user lukman hakim s paham islam
4253,RT USER Nomor2Koruptor negeri para korup diasuh cino babi URL,yes,rt user nomorkoruptor negeri korup asuh cino babi url
4254,"USER USER Udah minta maaf kunyuk USER bro.  Enak bgt rasan mereka....sebar hoax, minta maaf....sebar hoax lagi, minta maaf lagi.  Mesti d sapu dulu USER biar jera nih orang.... URL",yes,user user maaf kunyuk user bro enak banget rasan merekasebar hoax maafsebar hoax maaf mesti sapu user biar jera nih orang url
4255,USER Cebong     tolol tak bertepi,yes,user cebong tolol tepi
4256,USER USER Goblok permanen....    ,yes,user user goblok permanen
4257,USER Terima kasih pak Jokowi.. anda telah bekerja yg memberi manfaat kpd rakyat..  Ttd Cebong Somplak..,yes,user terima kasih jokowi manfaat rakyat tanda tangan cebong somplak
4258,"RT USER: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi dengan tionghoa!!jangan",yes,rt user iklanahokjahat ganyang hokitu sih mau ya hokadu domba pribumi tionghoajangan
4259,USER Iya. Game yg diangkat pilem yg bagus apa cb? Assassins Creed kacrut jg. Resident Evil mgkn oke.,yes,user iya game angkat film bagus coba assassins creed kacrut resident evil oke
4260,"USER Malam bloon, sama aje lu juga salah wkwk",yes,user malam bloon salah wkwk
4261,"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? USER",yes,monyet koloe dbilang saudara sma ogah hdupmu ya toe hati comberan user
4262,"Kenapa bukan aksi turunkan jokowi? Biar selamat indonesia, pak USER gak malu nyapres lagi?",yes,aksi turun jokowi biar selamat indonesia user malu nyapres
4263,USER cebong takut anies akan mnyapu habis got slruh indonesia.....hingga cebong gak bisa hidup lagi.,yes,user cebong takut anies mnyapu habis got indonesiahingga cebong hidup
4264,Nama aja Islami tapi kelakuan ??? hadeuh...!! dan Goublog pula. Tampang Lu menyesakkan juga woy.,yes,nama islami laku hadeuh goublog tampang sesak woy
4265,Mental asu kabehhhh Dukung pemimpin yang tak bermental kompeni  #JatengMuktiTanpaKorupsi  USER  #DirmanNaikGanjarPanik URL,yes,mental asu kabehhhh dukung pimpin mental kompeni jatengmuktitanpakorupsi user dirmannaikganjarpanik url
4266,"USER Tuh kan dungu, klo km make gelang itu dan ada di TKP ikut intimidasi secara lgsg km terlibat. Gelang itu baru dugaan sbg bentuk konspirasi.",yes,user tuh dungu pakai gelang jadi perkara intimidasi langsung libat gelang duga bentuk konspirasi
4267,"Arjuna berjuang demi negara, jangan jadi Muhammad demi ngaku nabi MENISTA bangsa sendiri & menggulingkan pemerintah",yes,arjuna juang negara muhammad ngaku nabi nista bangsa guling perintah
4268,Udah bingung kalik mau pakai cara apa untuk kampanye. Sampai2 bikin fitnah yang kayak begituan. Depresi ya takut kalah? #IklanAhokJahat,yes,bingung kalik pakai kampanye bikin fitnah begitu depresi ya takut kalah iklanahokjahat
4269,kapan kita mulai lengserkan jokowi frop ?itu udh lebih parah frop USER,yes,lengser jokowi frop parah frop user
4270,USER Selamat berenang di kolam cebong.,yes,user selamat renang kolam cebong
4271,USER Ini orang mengatasnamakan muslim tp picik nya koq spt Yahudi.,yes,user orang mengatasnamakan muslim picik nya yahudi
4272,USER bgst bintaro komunis gak berubah,yes,user bgst bintaro komunis ubah
4273,USER Bubarkan HTI korupsi mulu,yes,user bubar hati korupsi
4274,USER namanya juga rejim jungkir balik ga malu lagi pengen 2 periode sori ya ane mah memilih 2019 ganti peresiden,yes,user nama rejim jungkir malu periode sori ya mah pilih ganti residen
4275,"USER USER USER Umat islam siapa yg ente mksd?? FPI? HTI? Mrk bkn muslim. Tp penista islam. Bajingan mrk itu. Muslim tdk mgkn berbuat onar. Pengecut lari dr tgg jwb stlh mesum. Apa2 islam, apa2 islam. Giliran mesum apa itu islam? Berbuat onar itu islam?",yes,user user user umat islam maksud fpi hati muslim nista islam bajing muslim buat onar kecut lari tgg mesum islam islam gilir mesum islam buat onar islam
4276,USER anjg bener bener ayam kampus ya lo,yes,user anjg ayam kampus ya
4277,Bangke !! USER gue rajin bayar lu ga pernah bener. Tariff naik trs,yes,bangke user rajin bayar tariff
4278,Pengacara: Rizieq Bisa Saja Belum Pulang sampai Jokowi di Lengserkan/Makar/Tak Lagi Presiden baru pulang & pake Daster lagi,yes,acara rizieq pulang jokowi lengserkanmakartak presiden pulang pakai daster
4279,DISEBUT PENCITRAAN! JOKOWI LEGOWO AKAN TERUS BANTU ROHINGYA PRABOWO AMIEN RAIS DIAM: URL melalui USER,yes,citra jokowi legowo bantu rohingya prabowo amien rais diam url user
4280,USER LAHH ITU DN LU BUNDA GEBLEK,yes,user lahh bunda bodoh
4281,"Bbm Naik, Listrik Naik, Telur Naik.  Masih Juga Percaya dengan Ini Rezim Koplak...?",yes,bbm listrik telur percaya rezim koplak
4282,"USER USER USER USER Duhhh banci medsos muridnya napi 2 kali di bui ini ya, rumpi Bgtxx kayak junjungannya.. jelas jelas itu elo cong.. jd bencong mbok ya beradab dikit jangan kayak residivis gitu. Mentang2 punya guru mantan residivis 2 kali di b",yes,user user user user duhhh banci medsos murid napi kali bui ya rumpi bgtxx junjung cong bencong mbok ya adab residivis mentang guru mantan residivis kali bb
4283,"USER USER USER Dan cebong pun terdiam. Taunya apple to apple doang, istilah yang bikin katanya keliatan pinter tapi minim kognitif",yes,user user user cebong diam tahu apple apple istilah bikin pintar minim kognitif
4284,USER Cewe gila. Sinting. Freak,yes,user cewek gila sinting freak
4285,"USER Ini ada yg #kebelet2periode kelakuan kayak gini, so #2019GantiPresiden insya Allah #2019PrabowoRI1",yes,user kebeletperiode laku gantipresiden insya allah prabowori
4286,USER USER USER Anak monyet ya wajar kalo DONGO...         Tanya bapaklu...kalo lu punya bapak...    ,yes,user user user anak monyet ya wajar dongo bapaklukalo
4287,"USER USER USER USER Ini asli IQ jongkok! Masak oposisi membangun? Dimana   ,tugas oposisi itu nyinyir pada pemerintah! Kecuali di negara komunis, nggak boleh ada yg nyinyir",yes,user user user user asli iq jongkok masak oposisi bangun tugas oposisi nyinyir perintah kecuali negara komunis nyinyir
4288,"USER USER bicara sains kok nonton youtube, lakukan eksperimen sendiri, jgn nonton youtube yg bisa dimodifikasi sama pembuatnya, hadeh pantes GEblek",yes,user user bicara sains nonton youtube laku eksperimen nonton youtube modifikasi buat aduh bodoh
4289,"presiden mukenya doang sok merakyat, sok asik naik motor batangan.. kebijakannya mah nyekek rakyat miskin dan kaum buruh. #2019GantiPresiden Semangaattt...!!!",yes,presiden mukenya sok rakyat sok asyik motor batang bijak mah nyekek rakyat miskin kaum buruh gantipresiden semangaattt
4290,USER kamu silit ardhog      ,yes,user silit ardhog
4291,#Boikotindosat ini si kuning taiiii pulsa pagi tadi Rp. 2000 an masih kepotong juga tinggal Rp. 1. padahal gk di ngapain... bener gk menghargai pelanggaan sepertinya. budek... taiiiii,yes,boikotindosat si kuning taiiii pulsa pagi rupiah an potong tinggal rupiah ngapain harga pelanggaan budek taiiiii
4292,USER USER emang si ahog itu siapa? prestasi nol besar cuma bisa ngomong TAI. atau ahog punya rahasia kebusukan rezim ini?,yes,user user si ahog prestasi nol bicara tai ahog rahasia busuk rezim
4293,USER USER USER emng tolol si cal jadi laki,yes,user user user emang tolol si cal laki
4294,RT USER PKI sudah menyatu dg PDI P bubarkan PDI P !!,yes,rt user pki satu pdi p bubar pdi p
4295,USER USER USER USER USER Menghadapi cebong harus santai mbak..kalo kt santai tp ngeselin bikin cebong emosi tinggi        ,yes,user user user user user hadap cebong santai mbakkalo santai ngeselin bikin cebong emosi
4296,Maju lu sini anjing URL,yes,maju anjing url
4297,"Saudaraku,  JIKA MASIH ADA KECINTAAN PADA AGAMA DAN NEGARA INI, UMAT ISLAM BANGKITLAH DAN BERGERAK !!!  #2019GantiPresiden Satukan Gerak #2019PresidenBaru",yes,saudara cinta agama negara umat islam bangkit gerak gantipresiden satu gerak presidenbaru
4298,USER Malu maluin anak medan kau ruhut!  #quiz   Siapa ya yang kalo berkoar suka bawa bawa ras dan menghinan pak JK ampe foto politikus brengsek ini bakar di makasar??,yes,user malu maluin anak medan ruhut kuis ya koar suka bawa bawa ras menghinan foto politikus brengsek bakar makasar
4299,USER USER USER USER USER USER USER USER USER USER USER USER ANJIR G MACEM MACEM LUH SETAN,yes,user user user user user user user user user user user user anjir macem macem setan
4300,USER Gue doain budek lu      /g,yes,user doa budek
4301,USER mampus lo inget kenangan hha,yes,user mampus kenang hha
4302,USER Kan hebat Ahok bisa memaafkan bini slm 7 thn bukan spt yg ono kabur krn ketauan menalukan ngaku ulama kok kelakuan bejad,yes,user hebat ahok maaf bini salam kabur tau talu ngaku ulama laku bejad
4303,USER USER Dan penyakit yg blm sembuh sampai skrg oleh gerombolan kampret bongkrek adalah penyakit panik dan balas dendam akibat kekalahan pilpres 2014. URL,yes,user user sakit sembuh gerombol kampret bongkrek sakit panik balas dendam akibat kalah pilpres url
4304,RT USER USER USER USER ya karena zaman sby korupsi berjemaah asal bpk senang jawaban,yes,rt user user user user ya zaman sby korupsi jemaah senang
4305,USER Mana suaranya bani kampret? Apa udah mati kekenyangan?,yes,user suara bani kampret mati kenyang
4306,Kaum 1/2 kapir semakin radikal menyerang pusat pertahanan umat Islam. Kaum 1/2 kapir percaya dg otak junk food nya yg kapasitasnya zero Waspada adu domba kaum 1/2 kapir,yes,kaum kapir radikal serang pusat tahan umat islam kaum kapir percaya otak junk food nya kapasitas zero waspada adu domba kaum kapir
4307,Perjaka kq di jual...  Sok sok an mau booking.. Tante idiot njir..,yes,perjaka jual sok sok an booking tante idiot njir
4308,USER USER Cebong mana ngerti,yes,user user cebong ngerti
4309,"USER Ayooo serbuuu... persekusii...   Hina presiden boleh, hina ulama TGB kyai said quraish shihab boleh, hina rijik persekusi... emang rijik nabi?",yes,user ayooo serbuuu persekusi hina presiden hina ulama tgb kyai said quraish shihab hina rijik persekusi rijik nabi
4310,Rohingya kok seolah-olah dijadikan alat politik oleh prabowo,yes,rohingya seolaholah jadi alat politik prabowo
4311,Ini jaman edan siapepun yg gak dukung wowo di Cap PKI/Komunis/anti Islam/antek cina. Dan klo yg gak mau nonton film G30S PKI juga di Cap PKI,yes,jaman edan siapepun dukung wowo cap pkikomunisanti islamantek cina nonton film gs pki cap pki
4312,"USER USER Kenapa Bani Serbet &amp kaum kampret 212 gak demo krn sudah menipu umat???? Jawabannya krn dana jamaah abu tour mengalir ke ustad2 yg ada di 212,termasuk beli nasi bungkus mereka",yes,user user bani serbet amp kaum kampret demo tipu umat jawab dana jamaah abu tour alir ustad beli nasi bungkus
4313,Kapir bodoh memang bengap dah terangkanpon x paham jugak memang ptut la la ko jd kapir,yes,kapir bodoh bengap terangkanpon x paham ptut la la ko kapir
4314,Ini pasti salah Jokowi! URL,yes,salah jokowi url
4315,USER Banci!!!! Kalau memang gentlemen Sebut saja siapa orangnya!!!,yes,user banci gentlemen orang
4316,USER USER USER Otak kalian gak sampe sih makanya professor Aja kalian remehkan... udah pada minum kencing onta blom? Biar pintar,yes,user user user otak sih professor remeh minum kencing onta biar pintar
4317,USER tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!,yes,user cari musuh dasar ana cebong kampret
4318,"Agama Islam, Kristen, Yahudi agama SEKSIS! Makanya perempuan dlm agama ini perlu kerja extra keras supaya dijadikan manusia yg setara",yes,agama islam kristen yahudi agama seks perempuan agama kerja extra keras jadi manusia tara
4319,Yeuhhh dasar pucuk kntl,yes,yeuhhh dasar pucuk kntl
4320,"Agama =kebaikan tak perlu Toleransi, Pak Lukman. Muslim tak akan paham Toleransi slma nyembah2 Allah SWT benci kafir",yes,agama baik toleransi lukman muslim paham toleransi nyembah allah subhanahu wata ala benci kafir
4321,"USER USER Juga bani onta, kaum bumi datar, dll",yes,user user bani onta kaum bumi datar lain
4322,Lembaga2 anti-korupsi masa lalu bubar krn sentuh kekuasaan. Giliran KPK kenapa PDIP partai politik penguasa yg plg ngotot ingin bubarkan KPK?,yes,lembaga antikorupsi bubar sentuh kuasa gilir kpk pdip partai politik kuasa pulang ngotot bubar kpk
4323,USER ogah yg ngajak plh jkw pasti idiot,yes,user ogah ajak pilih jkw idiot
4324,"USER USER Hahahaha terus ko pikir lo pinter gitu? Berak sekebon! Ngakak dah, sok iya banget padahal goblok dari awal. Kebanyakan makan taik ahok lu. Pake ngeles sana sini lagi dasar cebong kapir intoleran sara munafik goblok hahahaha",yes,user user hahahaha ko pikir pintar berak kebon tertawa sok iya goblok banyak makan taik ahok pakai alas dasar cebong kapir intoleran sara munafik goblok hahahaha
4325,urut berduka atas matinya ketidak adilan dan kedzholiman rezim ini.,yes,urut duka mati tidak adil kedzholiman rezim
4326,USER balesnya lama banget ih si pecun :( gercep dong ah,yes,user balesnya ih si pecun gercep ah
4327,"USER Lo tuh yg bencong, bacot lo lebih2 dari cewe. Kaya banci yg ngamen gak dikasih duit bacotnya              Mending lo cakep mah, jelek Kaya gitu. Madesu lagi          Mentioned Gw langsung di quote tweet  ",yes,user tuh bencong bacot cewek kaya banci ngamen kasih duit bacot mending cakap mah jelek kaya madesu mentioned langsung quote tweet
4328,Hanya antek dan kaki tangan komunis yg tak punya hati perut URL,yes,antek kaki tangan komunis hati perut url
4329,"Nantang buka Dadalah, eh nyebut Setanlah emang sudah pada habis Kamus ngelawan Kenegarawanan Pak Joko Widodo Presiden RI ke 7, pada makin Stresssssss nie hati2 kena Stoke atau Serangan Jantung nanti Rakyat Indonesia kehilangan Badut2 Politik MERDEKA.",yes,nantang buka dada eh nyebut setan habis kamus ngelawan kenegarawanan joko widodo presiden republik indonesia stresssssss hati kena stoke serang jantung rakyat indonesia hilang badut politik merdeka
4330,USER Intinya yang tidak dukung PRABOWO adalah PKI,yes,user inti dukung prabowo pki
